,t2_5km,usodosolo,elevacao,slope,ndvi,evi,t2_1km,aspect_LE,aspec_NS
898,309.949,9.0,6,0.5435047,5903,3355,304.306,0.60498416,-0.79623747
899,309.949,8.0,3,0.06462451,8816,4502,305.795,-0.5112155,-0.85945255
900,310.416,2.0,5,0.20965278,8679,4695,308.822,-0.80286753,-0.5961575
901,310.416,2.0,4,0.47159088,8322,4723,309.93,0.97822535,-0.20754565
902,310.416,10.0,10,4.3102436,7852,4495,309.693,-0.4948732,-0.8689652
903,310.416,9.0,162,3.9750571,8635,4495,309.122,-0.9595807,-0.28143355
904,310.416,9.0,162,3.0609999,7971,4468,308.324,-0.97754276,0.21073715
905,309.666,9.0,51,2.4099116,8220,4455,307.942,-0.19892828,0.980014
906,309.666,12.0,63,1.60966,7726,4470,306.897,-0.9792794,0.20251371
907,309.666,13.0,19,2.452002,9335,4611,307.534,-0.57510144,-0.8180821
908,309.666,13.0,79,1.4127487,8278,5541,307.636,-0.7070841,-0.7071295
909,309.666,6.0,62,,6532,4570,308.764,,
910,307.651,14.0,182,,7364,4380,307.411,,
911,307.651,14.0,62,2.7040777,8093,4772,307.659,-0.24157937,-0.9703811
912,307.651,14.0,87,3.7938776,8226,4865,307.479,0.6972447,-0.7168332
913,307.651,14.0,136,2.7267642,7671,4506,307.282,0.14798878,0.98898906
914,307.651,9.0,178,3.2970355,7513,4052,307.72,0.7659671,-0.64287984
915,307.554,8.0,167,4.4015975,7494,4116,308.209,0.16886477,-0.9856392
916,307.554,8.0,56,5.4496365,8113,4537,308.346,-0.43921587,-0.89838153
917,307.554,12.0,46,1.5862825,8086,4011,307.132,-0.2779365,-0.9605994
918,307.554,13.0,46,0.9076197,7433,4011,308.567,0.35234842,0.9358689
919,307.554,14.0,34,0.8375757,5815,4087,307.97,0.058328148,-0.99829745
920,307.645,9.0,34,0.33038917,7545,3999,308.283,-0.8717948,-0.48987123
921,307.645,9.0,29,0.575387,7064,4100,308.322,0.6131779,0.7899448
922,307.645,10.0,29,1.4030579,6736,3744,308.027,-0.27435195,0.96162933
923,307.645,14.0,46,1.8147333,7258,3638,308.068,-0.4250921,0.9051501
924,307.645,10.0,24,2.0488226,6995,4276,307.914,0.9980001,-0.06321244
925,307.623,10.0,21,0.8470916,7251,4218,307.842,0.9836384,0.18015406
926,307.623,10.0,21,0.09723313,7127,3732,307.835,-0.7461546,0.6657727
927,307.623,14.0,21,0.12966956,6449,3732,307.616,0.67147106,-0.7410308
928,307.623,12.0,20,0.96214175,6939,4708,307.634,-0.48517904,-0.87441486
929,307.623,14.0,21,2.417613,7691,4219,307.639,-0.7633978,-0.64592856
930,307.552,14.0,54,2.0110915,6407,4149,307.549,0.33688873,0.9415445
931,307.552,14.0,48,1.2245126,6720,3925,307.628,-0.37128228,0.92852
932,307.552,14.0,35,0.80499536,6025,4010,307.809,-0.65618694,0.7545984
933,307.552,14.0,30,0.41513455,6098,2538,307.839,-0.9399472,0.34131986
934,307.552,14.0,32,2.3230274,3966,1948,307.856,-0.99041826,0.1381002
935,308.077,13.0,106,2.9505463,4829,2503,308.652,0.4063396,0.91372216
936,308.077,13.0,106,3.1549666,7088,3753,308.579,0.7961787,-0.6050616
937,308.077,13.0,107,3.06779,6215,3327,308.725,0.6733854,-0.7392916
938,308.077,13.0,75,1.9240215,5484,2609,308.681,0.58115315,0.81379426
939,308.077,13.0,48,1.4611653,6586,2911,308.669,-0.9858833,0.1674341
940,308.469,9.0,100,2.7922409,8052,4066,308.086,0.15915883,0.987253
941,308.469,8.0,166,2.0091426,8337,4370,308.616,0.89143467,-0.4531492
942,308.469,4.0,49,2.6354876,6449,4628,308.318,0.9995562,-0.029788934
943,308.469,8.0,43,2.4214706,5956,3268,309.264,-0.0053473255,-0.9999857
944,308.469,10.0,75,1.3714486,5244,3848,309.344,0.9537774,-0.30051404
945,308.8,13.0,54,0.40647826,6091,3730,309.763,0.3468757,0.9379111
946,308.8,13.0,54,1.212528,7366,2791,309.282,-0.99361527,-0.11282141
947,308.8,10.0,28,0.8299204,5750,2299,308.953,0.4063552,-0.9137152
948,308.8,13.0,21,0.9091698,4722,1545,309.325,-0.9851361,-0.17177561
949,308.8,7.0,20,1.6755354,5263,2002,309.489,-0.97144663,0.23725821
950,309.036,12.0,27,1.4811562,7296,5023,308.642,-0.31858918,-0.9478929
951,309.036,12.0,44,0.84561205,6908,4556,308.291,-0.10771253,-0.9941821
952,309.036,9.0,27,1.4476808,6908,4485,308.864,0.5811821,0.8137735
953,309.036,12.0,6,0.90676624,6775,3719,308.438,-0.8086771,0.5882528
954,309.036,13.0,16,1.4134957,7407,4458,309.372,-0.48292533,0.87566155
955,309.534,13.0,16,2.106478,8046,4463,309.396,0.86847913,-0.49572572
956,309.534,9.0,7,0.8378105,8405,4409,309.584,-0.2923647,-0.95630693
957,309.534,13.0,53,0.45982972,3851,2232,309.517,0.8964814,0.4430814
958,309.534,5.0,10,1.4186839,6586,3826,309.894,0.5664151,0.82412016
959,309.534,13.0,3,0.34594545,8219,4891,310.059,0.28906792,-0.9573086
960,309.878,13.0,8,0.04692547,7903,3335,310.073,0.984382,-0.17604594
961,309.878,13.0,4,0.16010791,5439,1706,309.748,-0.9395586,0.3423881
962,309.878,13.0,10,0.86486363,4380,2472,308.525,-0.9399472,0.34131986
963,309.878,13.0,6,1.4875791,4131,2386,306.805,0.2953482,0.9553897
964,309.878,13.0,6,1.4967674,5501,2134,306.843,0.6736494,0.7390511
965,309.949,13.0,7,0.61478007,5501,3923,307.691,0.78629553,0.6178506
966,309.949,13.0,20,0.6412408,7394,3923,307.279,0.5232739,-0.85216457
967,309.949,13.0,29,0.4450412,7006,4152,305.607,0.060257584,0.99818283
968,309.949,13.0,6,0.7775892,7147,4075,304.395,-0.37668687,-0.92634064
969,309.949,2.0,3,0.06462887,8402,3821,305.265,-0.5118399,-0.85908085
970,310.416,11.0,5,0.305966,8678,5459,308.404,0.9469512,-0.3213773
971,310.416,4.0,13,0.21640597,9067,5235,310.014,0.5708277,0.82106984
972,310.416,14.0,10,2.692833,9067,4444,308.433,-0.08442171,-0.9964301
973,310.416,12.0,10,5.8646035,7133,4385,307.779,0.84584075,-0.5334355
974,310.416,12.0,10,6.1502123,7336,4164,306.983,0.94568294,-0.32509047
975,309.666,12.0,13,3.7639947,5265,3209,306.713,0.7581315,0.6521017
976,309.666,6.0,10,2.0953708,3965,1614,306.763,-0.087303855,0.9961817
977,309.666,11.0,9,2.2519958,5802,2797,306.217,0.93262565,0.36084548
978,309.666,17.0,53,2.51915,6939,0,301.421,0.21602638,0.9763875
979,309.666,11.0,16,,6939,4539,307.728,,
980,307.651,9.0,182,,8211,4598,307.576,,
981,307.651,14.0,62,3.0846038,8090,4489,306.708,-0.72586733,-0.6878347
982,307.651,9.0,87,5.346074,8229,5414,306.342,-0.2632016,0.9647409
983,307.651,9.0,136,3.8142788,7853,4236,307.194,-0.44218177,-0.89692545
984,307.651,9.0,178,0.63602954,7791,4240,307.43,0.995174,-0.098125786
985,307.554,9.0,167,6.1961026,7950,4265,307.476,0.9146731,0.40419438
986,307.554,14.0,56,5.8818727,8078,4589,307.365,-0.99679303,-0.08002262
987,307.554,12.0,46,0.52719164,7543,3805,307.367,-0.97198063,-0.23506105
988,307.554,9.0,46,0.3754033,6480,3511,308.372,-0.44807363,0.89399666
989,307.554,9.0,34,1.1460015,6532,3257,308.419,0.9931905,0.11650161
990,307.645,8.0,34,1.0530404,6532,3692,308.684,0.61335623,0.7898064
991,307.645,14.0,27,0.527619,6744,3780,308.024,0.68776745,-0.7259311
992,307.645,5.0,23,3.4714565,7253,4239,308.202,0.9091244,0.4165247
993,307.645,14.0,111,1.9509836,7485,4306,307.995,-0.624323,-0.78116626
994,307.645,14.0,48,4.0095496,7535,4306,307.703,0.961219,0.27578622
995,307.623,14.0,20,1.1678848,6339,4422,307.676,0.55965465,-0.82872593
996,307.623,12.0,19,0.09054252,6801,4312,307.604,0.92112803,-0.3892598
997,307.623,10.0,19,0.1067402,6386,3771,307.738,-0.9999961,0.0027852417
998,307.623,12.0,18,2.447814,6899,4395,307.537,-0.067494005,0.9977197
999,307.623,14.0,81,2.7668993,6899,4613,307.539,-0.17498481,0.98457116
1000,307.552,14.0,67,1.2463543,7254,4513,307.403,-0.23106201,0.972939
1001,307.552,14.0,58,1.7201021,6890,3237,307.543,-0.37494966,-0.92704517
1002,307.552,10.0,29,1.4122432,5432,2916,307.928,0.86682636,-0.49861014
1003,307.552,13.0,27,0.69004375,3981,2255,308.574,-0.8772499,-0.480034
1004,307.552,13.0,53,1.8454938,3012,1819,308.638,0.37028357,-0.9289188
1005,308.077,13.0,36,1.3825551,5023,1935,308.718,-0.9344023,-0.3562196
1006,308.077,7.0,36,1.2761362,7038,2621,308.645,0.7254917,-0.68823093
1007,308.077,10.0,37,1.1262361,4755,2689,308.073,0.522446,-0.8526724
1008,308.077,13.0,55,0.41162613,4436,2312,308.849,-0.33658066,-0.9416546
1009,308.077,13.0,73,1.4574212,7881,3318,308.715,0.81262463,0.58278745
1010,308.469,13.0,86,1.9895173,7881,4527,308.278,0.69575673,0.7182775
1011,308.469,14.0,75,2.069909,7764,4516,306.873,-0.99802476,-0.06282179
1012,308.469,9.0,59,0.6228312,8054,4596,307.97,-0.85275036,-0.52231866
1013,308.469,13.0,144,0.8538513,7851,4352,309.039,-0.3395363,-0.94059294
1014,308.469,5.0,37,2.5460708,6714,3653,309.069,-0.32109854,0.9470458
1015,308.8,13.0,55,1.260047,5634,2132,309.735,-0.9991492,0.04124105
1016,308.8,13.0,55,0.7269034,5149,2630,309.47,0.99069184,-0.13612364
1017,308.8,13.0,46,0.29448503,4702,2392,309.447,0.83609605,0.5485831
1018,308.8,13.0,68,0.45382914,3856,2179,309.359,-0.96008736,-0.2797003
1019,308.8,10.0,66,0.8071539,6131,3151,309.129,0.43672243,-0.89959633
1020,309.036,12.0,33,0.12926647,6103,3639,308.586,-0.67804563,-0.7350198
1021,309.036,10.0,52,0.71381587,7039,3722,308.654,-0.999978,-0.006631938
1022,309.036,5.0,26,2.0092688,7690,4497,308.934,-0.6883017,0.7254245
1023,309.036,13.0,8,1.2512809,6851,2394,309.266,0.25896817,-0.9658859
1024,309.036,13.0,61,2.1797528,8474,3492,309.404,-0.0616113,0.9981002
1025,309.534,13.0,61,2.1463754,7868,4599,309.376,-0.5863073,0.81008875
1026,309.534,10.0,9,0.97065467,5928,3360,309.054,0.7420367,-0.6703593
1027,309.534,12.0,10,0.58756024,4747,2598,308.866,0.23092756,-0.97297096
1028,309.534,12.0,20,0.86472976,3770,2083,309.388,0.01599883,0.999872
1029,309.534,13.0,6,0.6900076,5585,4385,309.977,-0.014307921,0.99989766
1030,309.878,13.0,3,0.42248544,3420,1964,310.134,-0.4423713,-0.896832
1031,309.878,13.0,2,0.1067402,4456,2689,309.67,-0.9999961,0.0027852417
1032,309.878,5.0,3,0.2614236,4737,2754,308.351,0.5482881,-0.8362895
1033,309.878,4.0,7,0.111999825,5216,2844,307.544,-0.8437697,-0.5367054
1034,309.878,13.0,7,0.069191664,4374,2509,307.649,0.28712454,-0.95789325
1035,309.949,13.0,4,0.19243672,5435,3150,308.398,-0.70225185,-0.7119286
1036,309.949,13.0,6,0.69963956,6563,3837,307.956,-0.21845296,-0.9758475
1037,309.949,13.0,10,0.77786785,4508,3304,306.495,-0.74684507,0.6649981
1038,309.949,2.0,6,0.5712923,6813,3657,305.912,0.5362809,0.84403956
1039,309.949,2.0,4,0.07627159,7107,3821,306.835,-0.28369108,0.9589157
1040,310.416,11.0,4,0.2405162,7131,4633,308.666,0.26152936,-0.96519554
1041,310.416,2.0,7,0.27676666,7374,5153,307.474,-0.9392526,0.3432267
1042,310.416,10.0,6,0.06001841,5224,3704,306.493,0.98698765,0.16079603
1043,310.416,6.0,6,0.03741945,6875,4620,307.523,0.51869524,0.8549592
1044,310.416,5.0,6,0.10436697,5695,3974,307.138,-0.8757035,-0.48284918
1045,309.666,11.0,7,0.06001841,4324,3067,306.88,-0.12579462,0.9920563
1046,309.666,17.0,5,0.15675028,3758,1614,300.718,0.42026234,-0.90740263
1047,309.666,17.0,6,0.7488727,1965,767,301.161,0.7733911,0.6339292
1048,309.666,17.0,10,0.98040056,0,0,301.227,0.8280541,-0.5606482
1049,309.666,17.0,8,,6703,4396,301.212,,
1050,307.73,9.0,115,,8349,4805,307.413,,
1051,307.73,9.0,114,3.645101,8153,4666,306.216,-0.42971513,-0.90296453
1052,307.73,8.0,202,6.1593065,8527,4757,306.953,0.79693955,-0.6040591
1053,307.73,9.0,183,4.0716968,8505,4836,306.632,-0.43959838,0.89819443
1054,307.73,9.0,167,3.0418797,7757,4649,306.929,0.8332102,0.5529564
1055,307.706,9.0,140,6.936441,8214,4852,307.206,-0.47550192,0.87971467
1056,307.706,10.0,50,3.9726846,7743,4019,306.449,0.39614734,-0.91818696
1057,307.706,14.0,42,0.9055468,5161,3071,307.77,-0.40678945,-0.91352195
1058,307.706,10.0,42,1.0767992,5161,3071,308.252,-0.20192748,0.97940046
1059,307.706,14.0,78,0.8829254,6080,3824,307.898,-0.9593902,-0.28208223
1060,307.658,2.0,37,1.5259145,7230,3912,308.247,0.33734834,0.9413799
1061,307.658,10.0,27,0.621747,6600,4051,308.016,0.53626275,0.8440511
1062,307.658,10.0,23,3.2274942,7127,3997,307.998,0.8921144,-0.4518096
1063,307.658,14.0,111,2.378258,7504,4338,307.905,-0.9873095,0.15880775
1064,307.658,12.0,48,3.8585339,7514,4051,307.686,-0.9823123,-0.18724982
1065,307.753,12.0,20,1.1977172,7514,4053,307.614,-0.3986759,0.9170919
1066,307.753,14.0,19,0.06001853,6005,3523,307.678,-0.7189171,0.69509584
1067,307.753,12.0,19,0.84566027,6891,4100,307.655,-0.10372196,-0.9946063
1068,307.753,12.0,18,2.559823,7301,4415,307.504,-0.96917635,-0.24636808
1069,307.753,12.0,81,1.8616345,7626,4407,307.38,-0.9136609,0.40647727
1070,307.646,14.0,67,1.6631204,7661,4357,307.247,0.7462977,-0.6656123
1071,307.646,12.0,58,1.9563639,6505,4220,307.248,-0.7778717,-0.62842304
1072,307.646,12.0,29,1.0587983,5042,3059,307.634,0.56524533,0.82492286
1073,307.646,10.0,27,0.5852603,3006,2308,308.271,-0.20107326,0.97957623
1074,307.646,12.0,38,1.9552592,3006,2056,308.196,-0.21104148,-0.97747713
1075,308.808,13.0,77,1.7948282,3584,2589,308.755,-0.99996376,-0.008515915
1076,308.808,5.0,77,2.0489473,5192,2772,308.207,0.8646546,-0.5023668
1077,308.808,5.0,86,1.7470909,4941,3070,308.208,-0.9997887,0.020555789
1078,308.808,13.0,52,0.6551591,4612,2593,308.909,0.5818653,0.8132852
1079,308.808,13.0,81,1.3869385,7353,2360,308.797,-0.076052405,0.9971038
1080,309.043,13.0,78,0.65651655,7458,2640,308.469,-0.5471784,0.83701605
1081,309.043,12.0,97,0.7500576,7926,4541,307.387,0.84856087,-0.52909774
1082,309.043,10.0,76,1.5327196,7910,4155,307.857,-0.6423255,-0.7664319
1083,309.043,13.0,37,3.0738418,7984,3194,309.015,-0.11500239,0.9933652
1084,309.043,13.0,32,2.0925791,5883,3112,309.206,0.91473585,0.40405238
1085,309.287,13.0,33,0.8970354,4977,2478,309.724,0.21089835,0.977508
1086,309.287,13.0,33,1.1541609,5878,1967,309.724,0.16524035,-0.9862533
1087,309.287,13.0,42,1.7043642,4351,2189,309.527,-0.5174451,-0.8557164
1088,309.287,12.0,17,2.2904706,5563,2399,309.193,-0.9948692,-0.10116981
1089,309.287,5.0,38,2.1400895,5670,2738,309.165,0.7609734,0.6487831
1090,309.324,13.0,23,1.5889219,5091,2804,309.186,0.9796174,0.20087235
1091,309.324,13.0,32,1.4653852,6513,2108,309.205,-0.68885565,-0.7248986
1092,309.324,13.0,5,0.82740736,5288,2821,309.251,0.99995756,0.009214478
1093,309.324,7.0,8,1.4977732,4638,2221,309.598,-0.8936992,-0.44866654
1094,309.324,13.0,44,1.6794357,5421,1832,309.335,-0.58926165,0.8079423
1095,309.488,13.0,44,1.6967334,6252,2837,309.358,-0.8360603,-0.54863757
1096,309.488,13.0,7,0.9561241,5143,2864,309.329,0.34976795,-0.93683636
1097,309.488,13.0,33,0.8821435,4181,2386,309.29,0.9933178,-0.11541126
1098,309.488,13.0,11,0.7632788,3986,2671,309.424,0.9910167,0.1337383
1099,309.488,13.0,23,0.99926716,2991,2269,309.756,0.4058937,0.9139203
1100,310.046,13.0,9,1.0619687,5684,1923,310.025,-0.8073916,0.590016
1101,310.046,13.0,3,0.26361123,7620,3968,309.535,0.048839267,-0.99880666
1102,310.046,13.0,3,0.16897246,4965,4372,309.073,-0.92695737,-0.37516674
1103,310.046,4.0,7,0.21316457,5758,3199,307.923,0.97185194,-0.23559235
1104,310.046,4.0,7,0.12003706,3683,2842,307.349,0.87048495,-0.49219504
1105,310.131,5.0,8,0.053370897,2567,2019,308.857,-0.93838286,0.34559748
1106,310.131,10.0,7,0.06001853,3019,1541,308.778,0.87048495,-0.49219504
1107,310.131,2.0,4,0.12786041,7537,3825,308.156,-0.29920036,-0.9541903
1108,310.131,4.0,5,0.106582284,7537,4328,308.016,0.993267,-0.115847684
1109,310.131,2.0,4,0.104373895,7613,3796,308.613,0.1363459,0.9906613
1110,309.58,11.0,4,0.15255386,8260,4446,307.673,-0.5984601,-0.80115265
1111,309.58,11.0,5,0.326884,6944,3208,305.913,-0.31258103,0.9498911
1112,309.58,17.0,11,0.2605052,0,0,300.399,0.9834428,0.18121903
1113,309.58,17.0,11,0.22613475,0,0,300.451,0.17887056,-0.9838726
1114,309.58,17.0,10,0.20260799,0,0,300.641,0.55552375,-0.83150065
1115,300.036,17.0,14,0.18709855,0,0,300.897,-0.995495,0.0948138
1116,300.036,17.0,13,0.20304672,0,0,301.263,-0.8056936,-0.5923325
1117,300.036,17.0,13,0.15720385,0,0,301.4,-0.9331227,-0.3595581
1118,300.036,17.0,12,0.07483942,0,0,301.763,0.5198037,0.8542857
1119,300.036,17.0,11,,0,0,302.186,,
1120,307.73,14.0,71,,8229,4796,306.737,,
1121,307.73,9.0,169,5.6702337,8767,5119,305.778,-0.39556587,-0.9184376
1122,307.73,2.0,199,2.2776515,8105,5119,305.999,-0.5414774,-0.84071535
1123,307.73,7.0,235,0.7596469,8089,4493,306.553,0.7263026,0.68737507
1124,307.73,9.0,213,6.008827,8442,4632,306.707,0.9233858,-0.38387328
1125,307.706,8.0,57,8.497424,7629,4648,307.719,0.99918664,-0.040324766
1126,307.706,14.0,52,1.6460589,7200,4259,307.171,0.54786503,-0.83656675
1127,307.706,10.0,73,0.48778635,6168,3586,307.508,0.846427,0.53250474
1128,307.706,10.0,73,0.5690653,4969,3570,308.133,-0.48183283,-0.87626314
1129,307.706,5.0,40,1.1148374,7008,4095,308.275,0.91872036,0.39490876
1130,307.658,8.0,38,0.9033593,5121,4398,308.83,-0.61466014,0.7887921
1131,307.658,13.0,30,0.86167324,6859,3809,308.937,0.96613824,-0.25802493
1132,307.658,10.0,31,1.167242,7297,4043,307.889,-0.9930174,0.11796823
1133,307.658,14.0,24,2.4196963,7654,4513,307.886,0.97397274,-0.2266651
1134,307.658,14.0,26,2.106438,7394,4500,307.748,-0.32255042,0.9465523
1135,307.753,14.0,19,0.7164788,7394,4278,307.654,-0.10547078,0.9944224
1136,307.753,8.0,21,0.14305386,7281,3370,308.412,-0.5480659,0.83643514
1137,307.753,14.0,21,1.210591,7814,3457,307.601,-0.10621642,0.99434304
1138,307.753,12.0,67,1.2883155,5788,4476,307.395,0.19106358,0.98157763
1139,307.753,10.0,31,2.0215342,7217,4309,307.524,-0.9866924,0.16259794
1140,307.646,12.0,54,1.7364223,7591,4469,307.242,0.52675444,-0.8500175
1141,307.646,12.0,21,1.0264199,7625,4365,307.446,0.9494025,0.31406197
1142,307.646,14.0,34,2.831352,7209,4344,307.715,0.9501688,0.31173584
1143,307.646,14.0,33,1.903402,5432,3934,307.921,-0.24481408,0.96957004
1144,307.646,10.0,38,1.9351388,7114,3023,308.015,0.28925848,0.957251
1145,308.808,12.0,77,1.9968817,5447,2791,307.831,-0.96865094,-0.24842569
1146,308.808,9.0,77,1.3539268,6045,2791,308.014,0.8703885,-0.49236554
1147,308.808,9.0,86,1.5869296,4943,3305,308.126,0.9996168,0.027681788
1148,308.808,12.0,52,1.337542,4943,2882,308.155,-0.7187856,-0.6952318
1149,308.808,13.0,81,2.0672636,5668,3516,308.885,0.24140045,-0.9704256
1150,309.043,13.0,78,2.5177116,4580,2860,308.828,0.73504853,-0.67801446
1151,309.043,13.0,97,2.7259402,4383,2902,308.695,-0.9939356,0.109964006
1152,309.043,13.0,76,3.2033145,4991,3779,308.736,-0.81543016,-0.57885545
1153,309.043,13.0,37,2.110827,3079,1526,309.138,0.16478735,0.98632914
1154,309.043,13.0,32,0.7552816,2792,1737,309.302,0.93088555,-0.3653109
1155,309.287,13.0,32,0.71842873,2580,1737,309.684,0.5149109,0.8572437
1156,309.287,13.0,33,0.7179399,4233,1620,309.992,-0.8867158,0.4623149
1157,309.287,13.0,15,0.93440396,4233,2305,309.646,-0.41818926,-0.90835994
1158,309.287,13.0,13,0.5996197,4002,2441,309.48,0.5367286,-0.84375495
1159,309.287,13.0,12,0.77593577,3605,1871,309.513,-0.7015336,0.71263635
1160,309.324,13.0,15,0.801369,3338,2707,309.39,0.542065,-0.84033656
1161,309.324,13.0,10,0.3835851,2872,2474,309.221,-0.29777318,-0.95463663
1162,309.324,13.0,13,0.9342852,3608,2413,309.154,-0.20920165,-0.97787255
1163,309.324,13.0,44,1.1432656,3248,1811,309.311,0.99791837,-0.06448937
1164,309.324,13.0,17,0.24418661,6117,2469,309.316,0.58152413,0.81352913
1165,309.488,10.0,17,0.19029124,4611,2510,309.302,0.59883857,-0.80086976
1166,309.488,10.0,44,0.4635654,3866,2212,309.345,0.25195068,-0.96774006
1167,309.488,13.0,25,0.7211235,3859,2211,309.291,-0.9552593,0.29576948
1168,309.488,13.0,30,0.93726707,4792,2398,309.31,0.9657101,-0.25962275
1169,309.488,13.0,34,1.3296989,4792,2334,309.57,0.978885,-0.20441183
1170,310.046,13.0,9,1.0774218,5373,2885,309.783,-0.8916946,-0.45263758
1171,310.046,13.0,4,0.26929754,5745,3074,309.398,0.8066976,0.5909645
1172,310.046,13.0,2,0.05600635,7158,4019,309.484,-0.84542817,-0.5340892
1173,310.046,4.0,4,0.15569283,6549,4019,307.515,-0.9378518,0.34703612
1174,310.046,4.0,4,0.18005595,6702,4110,307.58,0.8709052,-0.49145103
1175,310.131,4.0,3,0.2179821,7394,3741,308.973,-0.054642364,0.998506
1176,310.131,4.0,7,0.07038795,8487,3742,309.203,-0.44807363,0.89399666
1177,310.131,10.0,4,0.17642856,8297,5013,308.11,-0.5022497,-0.8647226
1178,310.131,2.0,7,0.2725029,8397,4075,308.336,-0.7921313,-0.6103507
1179,310.131,2.0,3,0.33041146,3039,4185,308.547,-0.22802956,-0.9736542
1180,309.58,11.0,3,0.41415182,0,4630,307.291,-0.98500925,0.17250156
1181,309.58,17.0,10,0.5697465,0,0,301.162,-0.88767165,-0.46047702
1182,309.58,17.0,11,0.36634198,0,0,300.898,0.76805735,-0.6403811
1183,309.58,17.0,11,0.28610772,0,0,300.731,-0.34212384,-0.9396549
1184,309.58,17.0,10,0.22325747,0,0,300.812,0.33503762,-0.9422048
1185,300.036,17.0,10,0.120037295,0,0,300.905,-0.12746714,0.9918428
1186,300.036,17.0,10,0.07483994,0,0,301.123,0.5209178,0.8536069
1187,300.036,17.0,10,0.07483994,0,0,301.355,0.5209178,0.8536069
1188,300.036,17.0,10,0.09054458,0,0,301.608,-0.6321743,0.77482617
1189,300.036,17.0,10,,0,0,302.065,,
1190,307.73,8.0,104,,8608,4869,307.841,,
1191,307.73,2.0,167,4.5960035,8673,4949,306.455,-0.99434257,-0.10622066
1192,307.73,2.0,213,1.5905548,7133,5461,305.678,0.78994006,0.6131841
1193,307.73,2.0,191,3.734085,7289,4676,306.339,0.16378798,-0.98649555
1194,307.73,8.0,62,7.1978436,7595,5541,307.478,0.4671849,0.8841596
1195,307.706,8.0,84,8.493336,7114,5021,308.063,-0.8126236,-0.5827888
1196,307.706,8.0,51,1.4152377,7158,4591,308.422,-0.7564725,0.6540255
1197,307.706,10.0,46,1.6474289,7464,4303,307.832,-0.14366871,0.9896258
1198,307.706,12.0,46,1.483226,5084,2626,308.092,0.80259204,0.5965283
1199,307.706,13.0,51,0.6498485,4016,2367,308.944,0.98278797,0.18473722
1200,307.658,13.0,33,0.36769667,4205,2266,308.934,-0.622596,0.7825434
1201,307.658,12.0,40,0.84040254,6984,2906,307.792,-0.67645144,-0.73648727
1202,307.658,14.0,25,0.48781806,7690,3932,307.769,-0.93279517,0.36040694
1203,307.658,14.0,26,0.31903386,8177,4091,307.855,-0.8665031,0.49917164
1204,307.658,14.0,16,0.47041813,8149,4420,307.698,0.9977406,0.06718344
1205,307.753,9.0,29,0.44236648,7927,4312,307.886,-0.56902856,0.8223178
1206,307.753,14.0,16,0.1764284,7787,4534,307.531,-0.3919317,0.9199943
1207,307.753,14.0,16,1.0009698,8163,3790,307.459,-0.95921916,-0.28266335
1208,307.753,14.0,20,1.4626621,4410,2361,307.503,0.9929744,0.118329346
1209,307.753,7.0,21,1.2692763,6566,4789,308.261,-0.8864794,0.46276817
1210,307.646,14.0,18,1.3651903,8089,4789,307.456,-0.8524183,-0.52286047
1211,307.646,14.0,32,3.501109,7509,4633,307.444,-0.9563896,0.29209393
1212,307.646,12.0,56,1.4213308,7532,4186,307.384,-0.806583,-0.59112084
1213,307.646,14.0,45,3.4793844,7258,4409,307.577,0.9956584,0.0930823
1214,307.646,10.0,40,0.92961997,7506,3961,307.713,-0.050829373,-0.99870735
1215,308.808,10.0,42,1.7897235,7590,3743,307.732,-0.31598532,0.9487641
1216,308.808,10.0,42,1.8474566,5919,3803,307.821,-0.9321563,-0.36205602
1217,308.808,14.0,58,1.2782928,5541,2718,307.976,-0.09425954,-0.99554765
1218,308.808,12.0,43,0.84925705,5481,2778,308.147,-0.3938597,-0.91917056
1219,308.808,13.0,40,1.0435692,4540,2778,309.059,-0.3673183,0.9300953
1220,309.043,13.0,35,2.1967914,3779,2086,309.067,0.98254895,0.1860042
